track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url,mood_category
Softcore,The Neighbourhood,1,2018,11,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,,https://www.youtube.com/watch?v=ggG9ySCChYw,dark and mysterious
LoveHate Thing (feat. Sam Dew),"Wale, Sam Dew",2,2013,6,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273af4a0e9eaf7a6f4ecaed385f,https://open.spotify.com/track/6kx16R0LMAyoXDvGqddZFy,,https://www.youtube.com/watch?v=H8Tv9j1dqh8,dark and mysterious
I Wait for You,alex_g_offline,1,2023,7,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273072e2599e77865ae194b8345,https://open.spotify.com/track/7EDcAz6iuKSkxH4VcC3Oko,,https://www.youtube.com/watch?v=tY4KmLiKmaQ,dark and mysterious
Treehouse,"Alex G, Emily Yacina",2,2011,1,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273eab4a65481d9679fdab3b4a3,https://open.spotify.com/track/7fyG2MquxykO3Ufiku1Dj2,,https://www.youtube.com/watch?v=YPm32vATuPc,dark and mysterious
Loving Machine,TV Girl,1,2016,2,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27332f5fec7a879ed6ef28f0dfd,https://open.spotify.com/track/7JEzAlwHhCD2M1cYE6BeqJ,,https://www.youtube.com/watch?v=U3mfMq90rFo,dark and mysterious
Kids,Current Joys,1,2015,3,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730df6a00937f62abc0e73c0ab,https://open.spotify.com/track/6cMMZ2pdP4PkYsVJqX2WUh,,https://www.youtube.com/watch?v=NWE4ddnlNKA,dark and mysterious
Heart To Heart,Mac DeMarco,1,2019,5,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2,,https://www.youtube.com/watch?v=qBoQzo98EpQ,dark and mysterious
Break,alex_g_offline,1,2023,7,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273072e2599e77865ae194b8345,https://open.spotify.com/track/4Rsv5fRmgTH88RLp7xN5sz,,https://www.youtube.com/watch?v=LG4Cf977rHc,dark and mysterious
Watching Him Fade Away,Mac DeMarco,1,2017,5,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739f1b21f21b13ff2d3e891f6b,https://open.spotify.com/track/2QzKAF0y1BQhxwg8N05Uog,,https://www.youtube.com/watch?v=x8cFcSq4EIs,dark and mysterious
ARE WE STILL FRIENDS?,"Tyler, The Creator",2,2019,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27330a635de2bb0caa4e26f6abb,https://open.spotify.com/track/5TxRUOsGeWeRl3xOML59Ai,,https://www.youtube.com/watch?v=VMFJwSR1MQQ,dark and mysterious
Poison Tree,Grouper,1,2008,6,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a243710aee39180ca475ed39,https://open.spotify.com/track/6Q5uDNuuFYa8ToL3CCoHPC,,https://www.youtube.com/watch?v=6gnKBDlJutA,dark and mysterious
Where'd All the Time Go?,Dr. Dog,1,2010,11,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730478062bc04df0947d232fcb,https://open.spotify.com/track/0UV5zxRMz6AO4ZwUOZNIKI,,https://www.youtube.com/watch?v=bmZQpbNK7t4,dark and mysterious
K.,Cigarettes After Sex,1,2017,6,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273dfed999f959177dfc4f33cdc,https://open.spotify.com/track/2xGjfbXZnI8uQDhukoQURQ,,https://www.youtube.com/watch?v=L4sbDxR22z4,dark and mysterious
rises the moon,Liana Flores,1,2019,4,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737e4192ad68817a0460a6fa71,https://open.spotify.com/track/51Grh1RyUDcMBbpuyUIUHI,,https://www.youtube.com/watch?v=-2yAEUp9v6M,dark and mysterious
someday i'll get it,Alek Olsen,1,2023,10,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c36989c8cfabf6cd9d5acfd0,https://open.spotify.com/track/1lb0KfG9EyfSBsEifTUtXY,,https://www.youtube.com/watch?v=bdfV9YTlMb4,dark and mysterious
Things to Do,Alex G,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c6d914dd1a455fb8dfb2f16b,https://open.spotify.com/track/1V9lCLSierc1RFpERt6ak9,,https://www.youtube.com/watch?v=1PSGHl0Gp18,dark and mysterious
Never Felt So Alone,Labrinth,1,2023,4,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b32c4a500ae677de43f2c619,https://open.spotify.com/track/2NbsBSshscKIPRG3kwBbfo,,https://www.youtube.com/watch?v=pqCVMRcj_bc,dark and mysterious
Ginseng Strip 2002,Yung Lean,1,2013,8,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,https://open.spotify.com/track/7v3rmoy5jcn4h5UqwQyCM3,,https://www.youtube.com/watch?v=vrQWhFysPKY,dark and mysterious
Living Legend,Lana Del Rey,1,2021,10,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736946deb6f548e464b385ee0e,https://open.spotify.com/track/6pZ9Nj3vzj1RW4ZkR9GcQ9,,https://www.youtube.com/watch?v=CZBaZoALkhU,dark and mysterious
Touch,Cigarettes After Sex,1,2019,10,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738324db1ae37be249aed887e7,https://open.spotify.com/track/1l4pW7Tklvcc3k38rDFMkk,,https://www.youtube.com/watch?v=UwTqcctD1rw,dark and mysterious
Blue Hair,TV Girl,1,2018,5,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731556d166d0ed059b34a00e1b,https://open.spotify.com/track/39sDitIeCMrVX2QyXHY46t,,https://www.youtube.com/watch?v=QroQ3Wpu2js,dark and mysterious
would've been you,sombr,1,2023,11,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f8d014e705472544d67edcbb,https://open.spotify.com/track/2U7svZUGvR4tfKdyxv9mXu,,https://www.youtube.com/watch?v=06NbjB0q46w,dark and mysterious
unknown feelings,Novulent,1,2023,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27388a96ef15faaa875a0a33859,https://open.spotify.com/track/4zyHmSSneytuFEdU2TbU7w,,https://www.youtube.com/watch?v=KE-5mWFEsEY,dark and mysterious
Every Breath You Take,The Police,1,1983,6,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c8e97cafeb2acb85b21a777e,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,,https://www.youtube.com/watch?v=OMOGaugKpzs,dark and mysterious
Freaking Out the Neighborhood,Mac DeMarco,1,2012,10,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739d377496c6bc8724b521222d,https://open.spotify.com/track/3HlK8txWAdtKMrbsqX40pl,,https://www.youtube.com/watch?v=MeRIAew8eXc,dark and mysterious
i love you,Billie Eilish,1,2019,3,29,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,,https://www.youtube.com/watch?v=WiinVuzh4DA,dark and mysterious
Demons,A$AP Rocky,1,2011,10,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397,https://open.spotify.com/track/3Z6RaTSHc5PrpQL3DcvGW4,,https://www.youtube.com/watch?v=LiQPQZ6pkU0,dark and mysterious
What Would I Do?,Strawberry Guy,1,2019,7,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ba5c5d0971159a6e3299d78b,https://open.spotify.com/track/5EJA7Rwkeuvm98CZg0XXNO,,https://www.youtube.com/watch?v=MelI_w9IppU,dark and mysterious
We Hug Now,Sydney Rose,1,2025,2,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a87e82923532962833f012e2,https://open.spotify.com/track/1In22zMILdinxdZng26irr,,https://www.youtube.com/watch?v=xLYtdCdkuMI,dark and mysterious
Dark Red,Steve Lacy,1,2017,2,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa,,https://www.youtube.com/watch?v=5da3D9ZfMQo,dark and mysterious
YKWIM?,Yot Club,1,2019,5,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731a72818330a056c9d3556a68,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,,https://www.youtube.com/watch?v=DtsUOWVB9Dg,dark and mysterious
No Wind Resistance!,Kinneret,1,2019,5,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733a6b9c436688d0b6ecdb13f5,https://open.spotify.com/track/0KeBzmNJR2kVbnEkSfIc36,,https://www.youtube.com/watch?v=wO8yyYhgt4k,dark and mysterious
Keep The Rain,Searows,1,2022,9,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738378a7f212e7b5ad9a47bb1d,https://open.spotify.com/track/7fhAjbHrzGknwQkGIzJHVk,,https://www.youtube.com/watch?v=Vx1CRk3Up8Y,dark and mysterious
Safe In Your Skin,Title Fight,1,2011,5,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733e378f6f76942740e239df0d,https://open.spotify.com/track/1acjIzGS1YUrx6nSuktnqU,,https://www.youtube.com/watch?v=nwVMzNReO9g,dark and mysterious
Entombed,Deftones,1,2012,11,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27373652b7a0dc388dd1d044b69,https://open.spotify.com/track/4bLCPfBLKlqiONo6TALTh5,,https://www.youtube.com/watch?v=gEXbHKAuHSg,dark and mysterious
Champagne Coast,Blood Orange,1,2011,8,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736e423caed017991e802f8ee1,https://open.spotify.com/track/2KufM8PiQY4i52XhRL96Fd,,https://www.youtube.com/watch?v=c1ApWtP_GW4,dark and mysterious
You Broke My Heart,Current Joys,1,2013,1,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e341c520c154f89b77bd2aaf,https://open.spotify.com/track/7pP5mF7UGoQlKq6vKkmTRz,,https://www.youtube.com/watch?v=Mjendn9DN_g,dark and mysterious
Everlong,Foo Fighters,1,1997,5,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2734bc9bcdbdc9ac34e37d8b6bb,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,,https://www.youtube.com/watch?v=eBG7P-K-r1Y,dark and mysterious
Where Is My Mind? - 2007 Remaster,Pixies,1,1988,3,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738aa545a0ea869940cce358b5,https://open.spotify.com/track/7wCmS9TTVUcIhRalDYFgPy,,https://www.youtube.com/watch?v=OJ62RzJkYUo,dark and mysterious
Iris,The Goo Goo Dolls,1,1998,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,,https://www.youtube.com/watch?v=NdYWuo9OFAw,dark and mysterious
Yellow,Coldplay,1,2000,7,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,,https://www.youtube.com/watch?v=yKNxeF4KMsY,dark and mysterious
Nope your too late i already died,"wifiskeleton, i wanna be a jack-o-lantern",2,2024,10,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730713102d7bb855a4796f7cdc,https://open.spotify.com/track/0hta2Lb2zKJ7kEnAEZEE3G,,https://www.youtube.com/watch?v=I37l6C7UB5w,dark and mysterious
When the Sun Hits,Slowdive,1,1993,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f6e31941d10e4819d290af41,https://open.spotify.com/track/0oxYB9GoOIDrdzniNdKC44,,https://www.youtube.com/watch?v=MKYY0IlTMw4,dark and mysterious
Little Bit (feat. Lykke Li),"Drake, Lykke Li",2,2009,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd,https://open.spotify.com/track/524wvipGqxPKYWxkjf9y46,,https://www.youtube.com/watch?v=3Rqgx-8X3pg,dark and mysterious
David,Lorde,1,2025,6,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27323d41bf736920a032e222a78,https://open.spotify.com/track/6ghDayhHeBXAP4OOnnrFW9,,https://www.youtube.com/watch?v=pTcheoCpNuo,dark and mysterious
It Almost Worked,TV Girl,1,2020,5,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273870138983fee24fe052d12af,https://open.spotify.com/track/4NUhcsz9E1LrBe8nXLZqzp,,https://www.youtube.com/watch?v=PBnperdXD60,dark and mysterious
scars,Novulent,1,2023,10,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e603debabd10fa9f00b6a021,https://open.spotify.com/track/0ENO8Pu1riZdUdYEErLA8z,,https://www.youtube.com/watch?v=L5nwbYLsOjA,dark and mysterious
Reunion,Korea Girl,1,1999,5,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e0b79df9e16fbf00ee385f05,https://open.spotify.com/track/7cSwv1A2yKLUIf7ya0tKxJ,,https://www.youtube.com/watch?v=cksJpjY0DEU,dark and mysterious
100,Dean Blunt,1,2014,11,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27391b903d2bce7feb9cc1f35bc,https://open.spotify.com/track/784VjdNkpXhFV0RHquzsi2,,https://www.youtube.com/watch?v=71440F93Etw,dark and mysterious
Without You,Strawberry Guy,1,2019,7,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27303898b6c79b6b8d0be74d76a,https://open.spotify.com/track/2hIrHUgeI2cKYwM18MkGPK,,https://www.youtube.com/watch?v=1kUAAsqAz30,dark and mysterious
Jonny,Faye Webster,1,2019,5,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,28,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ac4ebd092fa2cf210e4c8023,https://open.spotify.com/track/5tuBenbZ1Or9xENTyOKoGC,,https://www.youtube.com/watch?v=bXHtxctBwEM,dark and mysterious
"Lover, You Should've Come Over",Jeff Buckley,1,1994,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273afc2d1d2c8703a10aeded0af,https://open.spotify.com/track/6Jv7kjGkhY2fT4yuBF3aTz,,https://www.youtube.com/watch?v=HxfE6PJmGS8,dark and mysterious
Let Down,Radiohead,1,1997,5,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,https://open.spotify.com/track/2fuYa3Lx06QQJAm0MjztKr,,https://www.youtube.com/watch?v=ZVgHPSyEIqk,dark and mysterious
Unplanned,Clara La San,1,2024,11,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273dfa814f727906567edb21c68,https://open.spotify.com/track/6TzsR37ZfLTEiJbK0rNaBd,,https://www.youtube.com/watch?v=UvAj5wkuLEU,dark and mysterious
Don't Wanna Fall In Love,KYLE,1,2015,10,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,61,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273516f9c30cd4f882cdb1f00d0,https://open.spotify.com/track/1YakuHfzKxjnseCEeVQtrY,,https://www.youtube.com/watch?v=lLkZUnSRh9k,dark and mysterious
9,"Dean Blunt, Panda Bear",2,2020,3,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732d45d7d3434c1f8e6b240589,https://open.spotify.com/track/5JXtkWtuqS8Dm8sKbtPGWa,,https://www.youtube.com/watch?v=zHZP6pPCUgs,dark and mysterious
Go Slowly,Radiohead,1,2007,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2734b88d5c1b3358cca2c94ec0b,https://open.spotify.com/track/6yiSyupeI7KYdBZKJdnIUO,,https://www.youtube.com/watch?v=wqh9GKAtZzo,dark and mysterious
Do You Know Who You Are?,Texas Is The Reason,1,2013,2,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273198d3379f0eb1599fc6a5da1,https://open.spotify.com/track/74HsNf2R9s09gpib6m9nbz,,https://www.youtube.com/watch?v=rxNObTcYNUo,dark and mysterious
Chewing Gum,"Blood Orange, A$AP Rocky, Project Pat",3,2018,8,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,30,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27347dd2ca47ec9bf14559e17c6,https://open.spotify.com/track/3jxExv27cf3OSt0BXtAR6Z,,https://www.youtube.com/watch?v=Q0gG0DtbPcY,dark and mysterious
Lemon Glow,Beach House,1,2018,5,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,31,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730af2276ae66a42e73eb07683,https://open.spotify.com/track/6NLRMu1qF1kJQnntDNWDmy,,https://www.youtube.com/watch?v=08qd-vsHbaY,dark and mysterious
Not Around,Nova,1,2019,8,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,58,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273059293518847d09c75081467,https://open.spotify.com/track/1Adhz5VVDZxhojOLfQQUxa,,https://www.youtube.com/watch?v=CFBAHrqBOLo,dark and mysterious
Change (In the House of Flies),Deftones,1,2000,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,32,59,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2735c53799f473fa3e1a48c00ed,https://open.spotify.com/track/51c94ac31swyDQj9B3Lzs3,,https://www.youtube.com/watch?v=WPpDyIJdasg,dark and mysterious
Let It Happen,Tame Impala,1,2015,7,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,,https://www.youtube.com/watch?v=pFptt7Cargc,dark and mysterious
Eventually,Tame Impala,1,2015,7,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,https://open.spotify.com/track/5M4yti0QxgqJieUYaEXcpw,,https://www.youtube.com/watch?v=GHe8kKO8uds,dark and mysterious
Black Beatles,"Rae Sremmurd, Gucci Mane",2,2016,8,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,57,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,,https://www.youtube.com/watch?v=b8m9zhNAgKs,dark and mysterious
back to friends,sombr,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,27,62,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739d24f74c1e2d8a12b1e591ec,https://open.spotify.com/track/7qjZnBKE73H4Oxkopwulqe,,https://www.youtube.com/watch?v=fOQ_-gZsnYQ,dark and mysterious
B.O.R. (Birth of Rap),Lil B,1,2009,12,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,29,60,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bcba1e014ae2257ebce7d2b6,https://open.spotify.com/track/5pIpewM8Pq4Xxn6yMN2uJx,,https://www.youtube.com/watch?v=OeLQOfb6IBU,dark and mysterious
Perfect,Ed Sheeran,1,2017,3,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,,https://www.youtube.com/watch?v=2Vv-BfVoq4g,romantic and gentle
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",2,2020,5,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,,https://www.youtube.com/watch?v=h2jvHynuMjI,romantic and gentle
Heather,Conan Gray,1,2020,3,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,20,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,,https://www.youtube.com/watch?v=GPUg7n8-M6o,romantic and gentle
She Will Be Loved - Radio Mix,Maroon 5,1,2002,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,,https://www.youtube.com/watch?v=kW2ogFFNCmE,romantic and gentle
I Would Like to See You Again,Billy the Happy,1,2021,3,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27321f0f372ab3c4efdc9113851,https://open.spotify.com/track/05WFw7rJrrqdXdCilYcv8a,,https://www.youtube.com/watch?v=C10qVhbRWgY,romantic and gentle
Just the Way You Are,Bruno Mars,1,2010,5,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://open.spotify.com/track/47Slg6LuqLaX0VodpSCvPt,,https://www.youtube.com/watch?v=LjhCEhWiKXk,romantic and gentle
Treat You Better,Shawn Mendes,1,2017,4,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,,https://www.youtube.com/watch?v=lY2yjAdbvdQ,romantic and gentle
Story of My Life,One Direction,1,2013,11,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733cf0191cca87a4bc7e34bc4a,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,,https://www.youtube.com/watch?v=W-TE_Ys4iwM,romantic and gentle
I Like Me Better,Lauv,1,2018,5,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739ed5fcf212f05d55b1e61eae,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,,https://www.youtube.com/watch?v=a7fzkqLozwA,romantic and gentle
At My Worst,Pink Sweat$,1,2021,2,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27343275240f8d72faac186400f,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH,,https://www.youtube.com/watch?v=8CEJoCr_9UI,romantic and gentle
Better,ZAYN,1,2021,1,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739f97ad977094c894acb9aa01,https://open.spotify.com/track/5CBnWXD8M7e8Q6WubFLtXy,,https://www.youtube.com/watch?v=NAo38Q9c4xA,romantic and gentle
Butterflies,Fiji Blue,1,2020,5,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27370a04b3e66d6a4a38237dc7f,https://open.spotify.com/track/4aHrviUXxabPdIgWxdYQLt,,https://www.youtube.com/watch?v=k60thv-Ump0,romantic and gentle
Say You Won't Let Go,James Arthur,1,2016,10,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,20,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738d34e1fc21441df43571faaa,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,,https://www.youtube.com/watch?v=0yW7w8F2TVA,romantic and gentle
